"86","kinki-shrine-temple-sites-v5-nested-086","源敬公（徳川義直）廟","神社建築","重要文化財","愛知県","東海","35.279951","137.092074","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-1222","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"87","kinki-shrine-temple-sites-v5-nested-087","久津八幡宮本殿","神社建築","重要文化財","岐阜県","北陸甲信","35.887504","137.212528","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-1098","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"88","kinki-shrine-temple-sites-v5-nested-088","総社本殿","神社建築","重要文化財","岡山県","中国","35.074077","133.994275","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3023","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"89","kinki-shrine-temple-sites-v5-nested-089","三輪神社","神社建築","重要文化財","秋田県","東北","39.197334","140.432915","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-173","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"90","kinki-shrine-temple-sites-v5-nested-090","本興寺三光堂","神社建築","重要文化財","兵庫県","近畿","34.717135","135.413932","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-2350","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"91","kinki-shrine-temple-sites-v5-nested-091","笠間稲荷神社本殿","神社建築","重要文化財","茨城県","関東","36.386244","140.254167","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-246","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"92","kinki-shrine-temple-sites-v5-nested-092","石手寺訶梨帝母天堂","神社建築","重要文化財","愛媛県","四国","33.847647","132.796298","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3315","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"93","kinki-shrine-temple-sites-v5-nested-093","老神神社","神社建築","重要文化財","熊本県","九州","32.210524","130.758684","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3571","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"94","kinki-shrine-temple-sites-v5-nested-094","伊賀八幡宮","神社建築","重要文化財","愛知県","東海","34.971011","137.164671","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-1203","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"95","kinki-shrine-temple-sites-v5-nested-095","勝手神社本殿","神社建築","重要文化財","滋賀県","近畿","35.046572","136.121482","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-1499","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"96","kinki-shrine-temple-sites-v5-nested-096","若一王子神社本殿","神社建築","重要文化財","長野県","北陸甲信","36.515886","137.853582","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-956","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"97","kinki-shrine-temple-sites-v5-nested-097","染羽天石勝神社本殿","神社建築","重要文化財","島根県","中国","34.680304","131.860920","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-2956","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"98","kinki-shrine-temple-sites-v5-nested-098","鳥居","神社建築","重要文化財","山形県","東北","38.228713","140.328980","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-179","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"99","kinki-shrine-temple-sites-v5-nested-099","旧台徳院霊廟勅額門、丁子門及び御成門","神社建築","重要文化財","埼玉県","関東","35.770216","139.416851","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-446","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"100","kinki-shrine-temple-sites-v5-nested-100","神部神社浅間神社","神社建築","重要文化財","静岡県","東海","34.983729","138.375350","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-1126","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"101","kinki-shrine-temple-sites-v5-nested-101","櫻井神社","神社建築","重要文化財","福岡県","九州","33.628139","130.191933","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-00005499","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"102","kinki-shrine-temple-sites-v5-nested-102","丹生神社本殿","神社建築","重要文化財","奈良県","近畿","34.694916","135.964397","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-2525","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"103","kinki-shrine-temple-sites-v5-nested-103","妙義神社","神社建築","重要文化財","群馬県","関東","36.300446","138.762401","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-418","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"104","kinki-shrine-temple-sites-v5-nested-104","朝倉神社本殿","神社建築","重要文化財","高知県","四国","33.553517","133.481646","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3434","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"105","kinki-shrine-temple-sites-v5-nested-105","大山田神社","神社建築","重要文化財","長野県","北陸甲信","35.377775","137.783134","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-996","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"106","kinki-shrine-temple-sites-v5-nested-106","龍雲院","寺院建築","重要文化財","北海道","北海道","41.430997","140.107040","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-28","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"107","kinki-shrine-temple-sites-v5-nested-107","正行寺本堂","寺院建築","重要文化財","北海道","北海道","43.035962","144.846694","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-40","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"108","kinki-shrine-temple-sites-v5-nested-108","上國寺本堂","寺院建築","重要文化財","北海道","北海道","41.803372","140.103318","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-37","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"109","kinki-shrine-temple-sites-v5-nested-109","旧崇元寺第一門及び石牆","寺院建築","重要文化財","沖縄県","沖縄","26.220350","127.690587","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3646","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"110","kinki-shrine-temple-sites-v5-nested-110","真光寺本堂","寺院建築","重要文化財","岡山県","中国","34.744815","134.180313","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3059","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"111","kinki-shrine-temple-sites-v5-nested-111","若松寺観音堂","寺院建築","重要文化財","山形県","東北","38.363173","140.419361","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-194","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"112","kinki-shrine-temple-sites-v5-nested-112","油山寺本堂内厨子","寺院建築","重要文化財","静岡県","東海","34.787778","137.935645","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-1157","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"113","kinki-shrine-temple-sites-v5-nested-113","普門院本堂","寺院建築","重要文化財","福岡県","九州","33.373245","130.771407","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3489","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"114","kinki-shrine-temple-sites-v5-nested-114","正明寺本堂","寺院建築","重要文化財","滋賀県","近畿","35.025768","136.245020","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-1487","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"115","kinki-shrine-temple-sites-v5-nested-115","薬師堂","寺院建築","重要文化財","群馬県","関東","36.614124","138.798982","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-422","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"116","kinki-shrine-temple-sites-v5-nested-116","高台寺表門","寺院建築","重要文化財","京都府","近畿","35.000525","135.780649","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-1786","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"117","kinki-shrine-temple-sites-v5-nested-117","竹林寺本堂","寺院建築","重要文化財","高知県","四国","33.546512","133.576603","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3418","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"118","kinki-shrine-temple-sites-v5-nested-118","新長谷寺釈迦堂","寺院建築","重要文化財","岐阜県","北陸甲信","35.484791","136.923094","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-1047","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"119","kinki-shrine-temple-sites-v5-nested-119","鑁阿寺本堂","寺院建築","国宝","栃木県","関東","36.337549","139.452270","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-266","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"120","kinki-shrine-temple-sites-v5-nested-120","三仏寺地蔵堂","寺院建築","重要文化財","鳥取県","中国","35.397483","133.958545","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-2942","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"121","kinki-shrine-temple-sites-v5-nested-121","三明寺三重塔","寺院建築","重要文化財","愛知県","東海","34.820215","137.399566","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-1227","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"122","kinki-shrine-temple-sites-v5-nested-122","長勝寺三門","寺院建築","重要文化財","青森県","東北","40.598739","140.451449","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-42","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"123","kinki-shrine-temple-sites-v5-nested-123","富貴寺大堂","寺院建築","国宝","大分県","九州","33.537880","131.528549","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3597","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"124","kinki-shrine-temple-sites-v5-nested-124","延暦寺転法輪堂","寺院建築","重要文化財","滋賀県","近畿","35.074306","135.833962","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-1322","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"125","kinki-shrine-temple-sites-v5-nested-125","本門寺五重塔","寺院建築","重要文化財","東京都","関東","35.578130","139.706328","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-557","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"126","kinki-shrine-temple-sites-v5-nested-126","妙源寺柳堂","寺院建築","重要文化財","愛知県","東海","34.948241","137.124220","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-1197","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"127","kinki-shrine-temple-sites-v5-nested-127","護徳寺観音堂","寺院建築","重要文化財","新潟県","北陸甲信","37.717776","139.525751","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-659","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"128","kinki-shrine-temple-sites-v5-nested-128","西国寺三重塔","寺院建築","重要文化財","広島県","中国","34.416433","133.203043","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3138","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"129","kinki-shrine-temple-sites-v5-nested-129","成法寺観音堂","寺院建築","重要文化財","福島県","東北","37.294958","139.475658","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-212","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"130","kinki-shrine-temple-sites-v5-nested-130","崇福寺大雄宝殿","寺院建築","国宝","長崎県","九州","32.742586","129.883498","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3516","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"131","kinki-shrine-temple-sites-v5-nested-131","宝幢寺本堂","寺院建築","重要文化財","奈良県","近畿","34.662519","135.701212","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-2666","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"132","kinki-shrine-temple-sites-v5-nested-132","太山寺本堂","寺院建築","国宝","愛媛県","四国","33.885007","132.714985","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3308","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"133","kinki-shrine-temple-sites-v5-nested-133","西明寺三重塔","寺院建築","重要文化財","栃木県","関東","36.452501","140.117162","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-389","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"134","kinki-shrine-temple-sites-v5-nested-134","観菩提寺楼門","寺院建築","重要文化財","三重県","東海","34.780535","136.052173","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-1313","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"135","kinki-shrine-temple-sites-v5-nested-135","神角寺本堂","寺院建築","重要文化財","大分県","九州","33.054914","131.456651","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3616","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"136","kinki-shrine-temple-sites-v5-nested-136","法隆寺妻室","寺院建築","重要文化財","奈良県","近畿","34.614373","135.735152","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-2712","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"137","kinki-shrine-temple-sites-v5-nested-137","平等寺薬師堂","寺院建築","重要文化財","新潟県","北陸甲信","37.720679","139.360177","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-662","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"138","kinki-shrine-temple-sites-v5-nested-138","曹源寺栄螺堂","寺院建築","重要文化財","群馬県","関東","36.322260","139.385652","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-00005150","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"139","kinki-shrine-temple-sites-v5-nested-139","不動院楼門","寺院建築","重要文化財","広島県","中国","34.426993","132.470764","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3106","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"140","kinki-shrine-temple-sites-v5-nested-140","奥之院弁天堂","寺院建築","重要文化財","福島県","東北","37.531974","139.727019","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-222","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"141","kinki-shrine-temple-sites-v5-nested-141","長光寺地蔵堂","寺院建築","重要文化財","愛知県","東海","35.233178","136.831333","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-1261","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"142","kinki-shrine-temple-sites-v5-nested-142","金剛寺多宝塔","寺院建築","重要文化財","大阪府","近畿","34.428285","135.529390","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-2190","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"143","kinki-shrine-temple-sites-v5-nested-143","白峯寺","寺院建築","重要文化財","香川県","四国","34.343392","133.910573","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-00005014","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"144","kinki-shrine-temple-sites-v5-nested-144","竜禅寺三仏堂","寺院建築","重要文化財","茨城県","関東","35.922538","140.023478","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-247","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"145","kinki-shrine-temple-sites-v5-nested-145","明導寺阿弥陀堂","寺院建築","重要文化財","熊本県","九州","32.252636","130.974092","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3582","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"146","kinki-shrine-temple-sites-v5-nested-146","善光寺山門","寺院建築","重要文化財","山梨県","北陸甲信","35.664586","138.592476","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-843","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"147","kinki-shrine-temple-sites-v5-nested-147","閼伽井坊多宝塔","寺院建築","重要文化財","山口県","中国","34.038675","131.872146","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3234","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"148","kinki-shrine-temple-sites-v5-nested-148","勝福寺観音堂","寺院建築","重要文化財","福島県","東北","37.648237","139.896860","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-208","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"149","kinki-shrine-temple-sites-v5-nested-149","知立神社多宝塔","寺院建築","重要文化財","愛知県","東海","35.012703","137.041394","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-1267","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"150","kinki-shrine-temple-sites-v5-nested-150","長命寺護摩堂","寺院建築","重要文化財","滋賀県","近畿","35.162649","136.064237","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-1407","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"151","kinki-shrine-temple-sites-v5-nested-151","竜正院仁王門","寺院建築","重要文化財","千葉県","関東","35.866672","140.341648","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-490","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"152","kinki-shrine-temple-sites-v5-nested-152","善導寺","寺院建築","重要文化財","福岡県","九州","33.329523","130.606757","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3473","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"153","kinki-shrine-temple-sites-v5-nested-153","興臨院表門","寺院建築","重要文化財","京都府","近畿","35.044208","135.742960","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-1607","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"154","kinki-shrine-temple-sites-v5-nested-154","大善寺本堂","寺院建築","国宝","山梨県","北陸甲信","35.657108","138.743001","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-882","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"155","kinki-shrine-temple-sites-v5-nested-155","屋島寺本堂","寺院建築","重要文化財","香川県","四国","34.357879","134.101255","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3277","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"156","kinki-shrine-temple-sites-v5-nested-156","瑞聖寺大雄宝殿","寺院建築","重要文化財","東京都","関東","35.637294","139.726933","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-512","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"157","kinki-shrine-temple-sites-v5-nested-157","財賀寺","寺院建築","重要文化財","愛知県","東海","34.870829","137.357317","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-1230","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"158","kinki-shrine-temple-sites-v5-nested-158","雲樹寺四脚門(大門)","寺院建築","重要文化財","島根県","中国","35.393324","133.265548","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-2964","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"159","kinki-shrine-temple-sites-v5-nested-159","観音寺観音堂","寺院建築","重要文化財","山形県","東北","38.217678","140.070027","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-197","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"160","kinki-shrine-temple-sites-v5-nested-160","善光寺本堂","寺院建築","重要文化財","大分県","九州","33.559484","131.305493","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3598","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"161","kinki-shrine-temple-sites-v5-nested-161","寶塔寺本堂","寺院建築","重要文化財","京都府","近畿","34.962868","135.775865","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-1920","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"162","kinki-shrine-temple-sites-v5-nested-162","薬王院本堂","寺院建築","重要文化財","茨城県","関東","36.356030","140.477665","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-236","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"163","kinki-shrine-temple-sites-v5-nested-163","智満寺本堂","寺院建築","重要文化財","静岡県","東海","34.891248","138.161983","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-1152","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"164","kinki-shrine-temple-sites-v5-nested-164","瑞龍寺","寺院建築","国宝","富山県","北陸甲信","36.735551","137.011523","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-712","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"165","kinki-shrine-temple-sites-v5-nested-165","安国寺釈迦堂","寺院建築","重要文化財","広島県","中国","34.388106","133.380010","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3144","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"166","kinki-shrine-temple-sites-v5-nested-166","立石寺三重小塔","寺院建築","重要文化財","山形県","東北","38.314993","140.434131","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-177","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"167","kinki-shrine-temple-sites-v5-nested-167","慈眼院金堂","寺院建築","重要文化財","大阪府","近畿","34.374136","135.343732","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-2172","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"168","kinki-shrine-temple-sites-v5-nested-168","国分寺本堂","寺院建築","重要文化財","香川県","四国","34.303092","133.944170","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3298","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"169","kinki-shrine-temple-sites-v5-nested-169","広徳寺大御堂","寺院建築","重要文化財","埼玉県","関東","35.977399","139.504229","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-459","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
