"no","name","category","designation","prefecture","region","latitude","longitude","source_type","source_url","source_record_id","coordinate_source","selection_role","selection_rule"
"105","石徹白のスギ","特別天然記念物","特別天然記念物","岐阜県","北陸甲信","35.992085","136.768707","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","401-1245","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"106","早池峰山および薬師岳の高山帯・森林植物群落","特別天然記念物","特別天然記念物","岩手県","東北","39.556318","141.471555","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","401-124","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"107","秋芳洞","特別天然記念物","特別天然記念物","山口県","中国","34.228530","131.303593","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","401-2364","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"108","相良のアイラトビカズラ","特別天然記念物","特別天然記念物","熊本県","九州","33.064240","130.768387","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","401-2823","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"109","田島ヶ原サクラソウ自生地","特別天然記念物","特別天然記念物","埼玉県","関東","35.838852","139.616233","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","401-591","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"110","黒部峡谷
　附　猿飛並びに奥鐘山","特別天然記念物","特別名勝","富山県","北陸甲信","36.604075","137.676333","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","401-960","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"111","東根の大ケヤキ","特別天然記念物","特別天然記念物","山形県","東北","38.441917","140.402451","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","401-291","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"112","権現堂","神社建築","重要文化財","沖縄県","沖縄","24.343541","124.155959","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-3657","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"113","源敬公（徳川義直）廟","神社建築","重要文化財","愛知県","東海","35.280374","137.092253","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-1218","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"114","庫蔵寺鎮守堂","神社建築","重要文化財","三重県","東海","34.448388","136.819218","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-1307","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"115","一乗寺妙見堂","神社建築","重要文化財","兵庫県","近畿","34.859548","134.818601","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-2389","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"116","久能山東照宮","神社建築","重要文化財","静岡県","東海","34.964674","138.467320","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-00004487","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"117","天神社本殿","神社建築","重要文化財","奈良県","近畿","34.680369","135.991025","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-2678","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"118","浜名惣社神明宮本殿","神社建築","重要文化財","静岡県","東海","34.811771","137.552853","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-1181","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"119","石清水八幡宮本社","神社建築","国宝","京都府","近畿","34.880042","135.700664","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-00004828","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"120","六所神社","神社建築","重要文化財","愛知県","東海","34.949437","137.168476","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-1208","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"121","八幡神社拝殿","神社建築","重要文化財","兵庫県","近畿","34.864310","134.961565","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-2381","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"122","御霊神社本殿","神社建築","重要文化財","兵庫県","近畿","34.899701","135.203034","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-2385","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"123","正八幡宮","神社建築","重要文化財","山口県","中国","34.035247","131.432684","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-3240","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"124","貫前神社","神社建築","重要文化財","群馬県","関東","36.255291","138.857653","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-411","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"125","宇志比古神社本殿","神社建築","重要文化財","徳島県","四国","34.162103","134.536902","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-3695","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"126","滝山東照宮","神社建築","重要文化財","愛知県","東海","34.988399","137.205974","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-1211","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"127","霧島神宮","神社建築","重要文化財","鹿児島県","九州","31.858787","130.871508","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-3635","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"128","押立神社本殿","神社建築","重要文化財","滋賀県","近畿","35.144628","136.238208","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-1502","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"129","日枝神社本殿","神社建築","重要文化財","埼玉県","関東","35.916974","139.489837","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-443","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"130","八幡宮本殿","神社建築","重要文化財","愛知県","東海","34.897591","137.151703","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-1206","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"131","浅間神社摂社山宮神社本殿","神社建築","重要文化財","山梨県","北陸甲信","35.634038","138.714059","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-883","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"132","八幡神社","神社建築","重要文化財","福島県","東北","37.776992","140.909758","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-00004569","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"133","厳島神社摂社大国神社本殿","神社建築","重要文化財","広島県","中国","34.295676","132.319814","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-3176","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"134","筥崎宮拝殿","神社建築","重要文化財","福岡県","九州","33.614628","130.423333","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-3461","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"135","日吉大社東本宮本殿及び拝殿","神社建築","国宝","滋賀県","近畿","35.073436","135.865002","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-1346","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"136","那須神社","神社建築","重要文化財","栃木県","関東","36.864211","140.087884","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-00004704","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"137","神谷神社本殿","神社建築","国宝","香川県","四国","34.324839","133.916761","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-3287","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"138","大縣神社","神社建築","重要文化財","愛知県","東海","35.330295","136.967410","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-1252","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"139","薦神社神門","神社建築","重要文化財","大分県","九州","33.567120","131.218282","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-3590","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"140","白山神社本殿","神社建築","重要文化財","石川県","北陸甲信","37.409412","137.213883","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-788","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"141","出雲大神宮本殿","神社建築","重要文化財","京都府","近畿","35.059439","135.578417","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-1979","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"142","神魂神社本殿","神社建築","国宝","島根県","中国","35.425503","133.084250","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-2951","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"143","相馬中村神社本殿・幣殿・拝殿","神社建築","重要文化財","福島県","東北","37.797369","140.912979","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-209","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"144","雑司ケ谷鬼子母神堂","神社建築","重要文化財","東京都","関東","35.722106","139.713342","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-00004878","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"145","津島神社本殿","神社建築","重要文化財","愛知県","東海","35.177788","136.718493","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-1232","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"146","本興寺三光堂","神社建築","重要文化財","兵庫県","近畿","34.717135","135.413932","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-2350","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"147","伊佐爾波神社","神社建築","重要文化財","愛媛県","四国","33.850759","132.789016","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-3344","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"148","木幡神社楼門","神社建築","重要文化財","栃木県","関東","36.790195","139.933127","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-380","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"149","有馬家霊屋","神社建築","重要文化財","福岡県","九州","33.322422","130.498731","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-00005174","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"150","雄山神社前立社壇本殿","神社建築","重要文化財","富山県","北陸甲信","36.607845","137.315265","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-739","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"151","樗谿神社","神社建築","重要文化財","鳥取県","中国","35.501172","134.246091","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-2929","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"152","旧崇元寺第一門及び石牆","寺院建築","重要文化財","沖縄県","沖縄","26.220350","127.690587","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-3646","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"153","正行寺本堂","寺院建築","重要文化財","北海道","北海道","43.035962","144.846694","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-40","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"154","上國寺本堂","寺院建築","重要文化財","北海道","北海道","41.803372","140.103318","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-37","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"155","若松寺観音堂","寺院建築","重要文化財","山形県","東北","38.363173","140.419361","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-194","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"156","三明寺三重塔","寺院建築","重要文化財","愛知県","東海","34.820215","137.399566","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-1227","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"157","正明寺本堂","寺院建築","重要文化財","滋賀県","近畿","35.025768","136.245020","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-1487","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"158","飯高寺","寺院建築","重要文化財","千葉県","関東","35.744416","140.529294","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-478","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"159","普門院本堂","寺院建築","重要文化財","福岡県","九州","33.373245","130.771407","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-3489","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"160","高台寺表門","寺院建築","重要文化財","京都府","近畿","35.000525","135.780649","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-1786","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"161","永平寺","寺院建築","重要文化財","福井県","北陸甲信","36.096178","136.328725","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-00005070","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"162","真光寺本堂","寺院建築","重要文化財","岡山県","中国","34.744815","134.180313","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-3059","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"163","竹林寺本堂","寺院建築","重要文化財","高知県","四国","33.546512","133.576603","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-3418","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"164","薬師堂","寺院建築","重要文化財","群馬県","関東","36.614124","138.798982","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-422","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"165","妙源寺柳堂","寺院建築","重要文化財","愛知県","東海","34.948241","137.124220","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-1197","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"166","成法寺観音堂","寺院建築","重要文化財","福島県","東北","37.294958","139.475658","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-212","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"167","富貴寺大堂","寺院建築","国宝","大分県","九州","33.537880","131.528549","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-3597","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"168","延暦寺転法輪堂","寺院建築","重要文化財","滋賀県","近畿","35.074306","135.833962","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-1322","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"169","鑁阿寺本堂","寺院建築","国宝","栃木県","関東","36.337549","139.452270","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-266","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"170","観菩提寺楼門","寺院建築","重要文化財","三重県","東海","34.780535","136.052173","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-1313","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"171","慈眼寺","寺院建築","重要文化財","山梨県","北陸甲信","35.643139","138.692173","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-884","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"172","三仏寺地蔵堂","寺院建築","重要文化財","鳥取県","中国","35.397483","133.958545","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-2942","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"173","奥之院弁天堂","寺院建築","重要文化財","福島県","東北","37.531974","139.727019","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-222","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"174","宝幢寺本堂","寺院建築","重要文化財","奈良県","近畿","34.662519","135.701212","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-2666","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"175","太山寺本堂","寺院建築","国宝","愛媛県","四国","33.885007","132.714985","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-3308","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"176","本門寺五重塔","寺院建築","重要文化財","東京都","関東","35.578130","139.706328","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-557","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"177","崇福寺大雄宝殿","寺院建築","国宝","長崎県","九州","32.742586","129.883498","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-3516","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"178","長光寺地蔵堂","寺院建築","重要文化財","愛知県","東海","35.233178","136.831333","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-1261","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"179","金剛寺多宝塔","寺院建築","重要文化財","大阪府","近畿","34.428285","135.529390","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-2190","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"180","新長谷寺釈迦堂","寺院建築","重要文化財","岐阜県","北陸甲信","35.484791","136.923094","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-1047","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"181","西明寺三重塔","寺院建築","重要文化財","栃木県","関東","36.452501","140.117162","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-389","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"182","西国寺三重塔","寺院建築","重要文化財","広島県","中国","34.416433","133.203043","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-3138","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"183","勝福寺観音堂","寺院建築","重要文化財","福島県","東北","37.648237","139.896860","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-208","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"184","神角寺本堂","寺院建築","重要文化財","大分県","九州","33.054914","131.456651","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-3616","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"185","知立神社多宝塔","寺院建築","重要文化財","愛知県","東海","35.012703","137.041394","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-1267","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"186","長命寺護摩堂","寺院建築","重要文化財","滋賀県","近畿","35.162649","136.064237","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-1407","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"187","白峯寺","寺院建築","重要文化財","香川県","四国","34.343392","133.910573","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-00005014","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"188","曹源寺栄螺堂","寺院建築","重要文化財","群馬県","関東","36.322260","139.385652","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-00005150","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"189","護徳寺観音堂","寺院建築","重要文化財","新潟県","北陸甲信","37.717776","139.525751","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-659","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"190","不動院楼門","寺院建築","重要文化財","広島県","中国","34.426993","132.470764","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-3106","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"191","観音寺観音堂","寺院建築","重要文化財","山形県","東北","38.217678","140.070027","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-197","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"192","明導寺阿弥陀堂","寺院建築","重要文化財","熊本県","九州","32.252636","130.974092","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-3582","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"193","財賀寺","寺院建築","重要文化財","愛知県","東海","34.870829","137.357317","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-1230","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"194","寶塔寺本堂","寺院建築","重要文化財","京都府","近畿","34.962868","135.775865","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-1920","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"195","竜禅寺三仏堂","寺院建築","重要文化財","茨城県","関東","35.922538","140.023478","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-247","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"196","和歌山城岡口門","城郭建築","重要文化財","和歌山県","近畿","34.226698","135.174285","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-2823","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"197","慈眼院金堂","寺院建築","重要文化財","大阪府","近畿","34.374136","135.343732","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-2172","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"198","大阪城","城郭建築","重要文化財","大阪府","近畿","34.685085","135.523050","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-2114","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"199","教王護国寺北大門","寺院建築","重要文化財","京都府","近畿","34.982044","135.747681","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-1837","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
"200","法界寺本堂（薬師堂）","寺院建築","重要文化財","京都府","近畿","34.933925","135.815024","文化庁・国指定等文化財DB","https://kunishitei.bunka.go.jp/bsys/index","102-1917","文化庁DBの緯度・経度欄","official-background","official-pool; category+region quota; deterministic SHA-256 rank"
